id,price
0,4507.191411218593
1,1041.038086219336
2,16790.754067685786
3,6614.652726220536
4,1561.2966033258676
5,2230.708438702502
6,1964.3265792772038
7,1840.2929174182302
8,3481.2083754208743
9,15751.620228926164
10,3540.215133292633
11,582.7515999840056
12,720.7492871379061
13,3921.4039771224166
14,853.5276829533216
15,4606.579944818951
16,1702.0609862591111
17,3970.7060916860923
18,551.2404887358014
19,3756.4328040824926
20,859.8610431655377
21,8385.914413930976
22,815.4586224308098
23,11553.548780363157
24,4071.069542420467
25,6692.185179773927
26,5531.889938360252
27,669.1361324670704
28,2237.3590381956005
29,16093.199492845122
30,660.980145536966
31,4415.450412481036
32,9048.053883477634
33,5987.402254747562
34,1684.774391155785
35,1603.184917478355
36,633.4830271117769
37,2398.3463774651277
38,15563.845030409402
39,393.90051091269834
40,1012.1824248436748
41,5970.019837136245
42,2263.1417319023553
43,5217.060025703464
44,2037.1595234279619
45,1365.6509387950018
46,5398.879733645983
47,5429.37845778227
48,3656.695047140362
49,1320.0629555282683
50,541.4335213744589
51,757.1829271866906
52,662.848768748613
53,3007.442275617899
54,4719.610142658266
55,798.2108034973395
56,4048.7876463120215
57,1909.0049448872885
58,2117.950780666093
59,883.9958077273458
60,5702.741456610517
61,7645.533714422149
62,1360.5743760521896
63,4482.259690250507
64,3951.673506886632
65,7623.681613236298
66,2785.58862114737
67,3695.605664081289
68,792.6160718448217
69,720.272662210475
70,5270.347594789471
71,4811.578911990787
72,984.6983661014912
73,5126.639647757722
74,2787.3462146765282
75,16245.596826529954
76,14641.317907925408
77,13120.787553210675
78,784.2532738474196
79,11342.380959653774
80,3663.8389425736327
81,6385.295549670237
82,6198.1137614006375
83,12947.25427353896
84,6531.724613546174
85,12251.410459205148
86,1829.7982239635376
87,8843.901190221812
88,1053.986202709328
89,1896.962796913734
90,13496.679067234852
91,5262.547891298517
92,1749.9867556922247
93,797.6799306827431
94,2562.8980004486243
95,1019.6648136123134
96,1069.2574255258633
97,3367.5665429131063
98,974.7419468746689
99,9430.30573778074
100,804.2201786408043
101,1789.5708842893218
102,3339.523752104377
103,970.5914990680612
104,6354.3131918081945
105,841.8970141571159
106,8646.47965367965
107,993.8034884213009
108,616.3135906064323
109,4485.925065096942
110,3687.790164465164
111,6617.300251096978
112,1399.3441145428646
113,692.4118961189272
114,4212.5616264869395
115,2235.4637624759507
116,16513.622116624196
117,1508.4794980309039
118,1073.1680073269815
119,730.8376312807563
120,468.01795602205505
121,13174.486266835002
122,467.4772380686442
123,3370.0255599146226
124,12093.331888805636
125,929.204622715248
126,1208.2598905377026
127,2294.158528022904
128,2530.240751863877
129,4216.869867574555
130,1614.2906466450213
131,1965.4026019119772
132,719.9781659224129
133,684.706264634844
134,617.9784943181814
135,2752.650291618103
136,470.1895039682537
137,1889.8999528018278
138,4964.031127668628
139,3242.882158339347
140,481.6554625120251
141,8812.37161841631
142,1291.5288929473309
143,16220.7208988234
144,4286.391289381913
145,781.075427046232
146,1651.9670848711473
147,15827.80625646344
148,12071.214386273456
149,5619.217844366284
150,4173.459854763291
151,9942.081829085271
152,594.5663927045175
153,2207.8114707399063
154,4254.253013942737
155,4525.258343589604
156,6763.789666381072
157,13822.103375524943
158,2108.6638232022606
159,12106.668411796541
160,2441.486784893347
161,3912.420447480761
162,469.7158169492542
163,4614.922180462427
164,2584.6581473387714
165,836.6681176028743
166,791.1329592051466
167,4248.553246802421
168,3395.6389487017627
169,17166.818429544994
170,10054.799167117604
171,10749.800417869172
172,1997.4530421954144
173,12261.04987539082
174,565.559630381193
175,823.9124704809078
176,913.1000724506972
177,747.3844052233954
178,1242.390364138177
179,4968.57138377826
180,1139.8804909789285
181,1982.1929971648724
182,2620.8080641580664
183,664.5390517468641
184,3156.828890993266
185,536.265333879764
186,5134.400585167148
187,6340.61889715608
188,7504.882310802628
189,14962.023700269636
190,7790.979714405967
191,2720.7634604978357
192,2394.1082992586103
193,773.4704076710332
194,3942.0829621535872
195,7219.994007786196
196,3274.2830293086545
197,5881.429327223699
198,1457.7969660894662
199,11635.606698706386
200,782.6642656401707
201,1003.6073210007585
202,901.4612959956701
203,6399.074986445079
204,5401.8835756026365
205,6337.428504389129
206,1229.129104587542
207,2261.3442641270753
208,8117.093352966478
209,3891.49030904281
210,522.2962513528141
211,5021.494831227044
212,2728.7731389790774
213,1473.6568425542323
214,1310.141070103769
215,10856.674875992065
216,1225.127738118363
